,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
0,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,NSW,567719.0,157700.0,Wind,2014-2015,-34.6905625,149.4270092,True
1,ACCIONA ENERGY OCEANIA PTY LTD,Royalla Solar Farm,ACT,213115.0,59199.0,Solar,2014-2015,-35.4897929,149.1430018,True
2,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,VIC,2461803.0,683834.0,Wind,2014-2015,-37.3946388,143.6386011,True
3,AGL ENERGY LIMITED,Banimboola Hydro,VIC,137094.0,38082.0,Hydro,2014-2015,-36.5343144,147.459344,True
4,AGL ENERGY LIMITED,Bayswater Power Station,NSW,50275548.0,13965430.0,Black Coal,2014-2015,-32.3925781,150.9490509,False
5,AGL ENERGY LIMITED,Bogong Power Station,VIC,266917.0,74144.0,Hydro,2014-2015,-36.8057885,147.2281158,True
6,AGL ENERGY LIMITED,Burrendong Hydro,NSW,27428.0,7619.0,Hydro,2014-2015,-32.6801776,149.1386215,True
7,AGL ENERGY LIMITED,Copeton Hydro,NSW,139785.0,38829.0,Hydro,2014-2015,-29.8466241,150.8866281,True
8,AGL ENERGY LIMITED,Dartmouth Hydro,VIC,1608089.0,446691.0,Hydro,2014-2015,-36.5324694,147.4961766,True
9,AGL ENERGY LIMITED,Eildon Hydro,VIC,710341.0,197317.0,Hydro,2014-2015,-37.2345677,145.9089916,True
10,AGL ENERGY LIMITED,Glenbawn Hydro,NSW,42254.0,11737.0,Hydro,2014-2015,-32.1080329,150.985732,True
11,AGL ENERGY LIMITED,Glenorchy Landfill Generation,TAS,43117.0,11977.0,Landfill Gas,2014-2015,-42.833056,147.275833,True
12,AGL ENERGY LIMITED,Hobart Landfill Generation,TAS,27374.0,7604.0,Landfill Gas,2014-2015,-42.8826055,147.3257196,True
13,AGL ENERGY LIMITED,Hunter Valley Gas Turbines,NSW,901.0,250.0,Gas,2014-2015,-32.1932173,151.700565,False
14,AGL ENERGY LIMITED,Kincumber Landfill Generation,NSW,14613.0,4059.0,Landfill Gas,2014-2015,-33.4689844,151.3898882,True
15,AGL ENERGY LIMITED,Liddell Power Station,NSW,24864251.0,6906736.0,Black Coal,2014-2015,-32.3715056,150.9773385,False
16,AGL ENERGY LIMITED,Loy Yang Power Station and Mine,VIC,58415084.0,16226412.0,Brown Coal,2014-2015,-38.2537069,146.5756631,False
17,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,3589748.0,997152.0,Wind,2014-2015,-38.0490795,142.1915163,True
18,AGL ENERGY LIMITED,McKay Creek Hydro,VIC,317552.0,88209.0,Hydro,2014-2015,45.5250549,-123.0049896,True
19,AGL ENERGY LIMITED,Moranbah Power Station,QLD,82912.0,23031.0,Coal Seam Methane,2014-2015,-22.0060858,148.0398332,False
20,AGL ENERGY LIMITED,Nyngan Solar Plant,NSW,33769.0,9380.0,Solar,2014-2015,-31.5662057,147.0707349,True
21,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,526539.0,146261.0,Wind,2014-2015,-37.683252,142.551115,True
22,AGL ENERGY LIMITED,Rockingham Landfill Generation,WA,77364.0,21490.0,Landfill Gas,2014-2015,-32.2780969,115.7351399,True
23,AGL ENERGY LIMITED,Rubicon Hydro Scheme,VIC,167206.0,46446.0,Hydro,2014-2015,-37.3259849,145.8614196,True
24,AGL ENERGY LIMITED,Shoalhaven Landfill Generation,NSW,19739.0,5483.0,Landfill Gas,2014-2015,-35.0810677,150.4892292,True
25,AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,QLD,3091.0,859.0,Macadamia Nut Shells,2014-2015,-22.575197,144.0847926,True
26,AGL ENERGY LIMITED,Torrens Island Power Station,SA,6057169.0,1682547.0,Gas/Diesel,2014-2015,-34.8065986,138.5231933,False
27,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,937578.0,260438.0,Wind,2014-2015,-35.1117422,137.7212617,True
28,AGL ENERGY LIMITED,Werribee Biogas Generator,VIC,196824.0,54673.0,Biogas,2014-2015,-37.8997995,144.6641401,True
29,AGL ENERGY LIMITED,Woy Woy Landfill Generation,NSW,31209.0,8669.0,Landfill Gas,2014-2015,-33.4887953,151.3259426,True
30,AGL ENERGY LIMITED,Yarrawonga Hydro,VIC,180662.0,50184.0,Hydro,2014-2015,-36.0260723,146.0003241,True
31,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,WA,5900732.0,1639092.0,Gas,2014-2015,-32.6462926,115.9464342,False
32,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Wagerup Generation Facility,WA,637048.0,176958.0,Gas/Diesel,2014-2015,-32.9266817,115.9020851,False
33,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Anglesea Power Station,VIC,4536940.0,1260261.0,Brown Coal,2014-2015,-38.3879685,144.1815487,False
34,ALINTA ENERGY FINANCE PTY LTD,Augusta Power Stations,SA,9524596.0,2645721.0,Brown Coal,2014-2015,-30.0002315,136.2091547,False
35,ALINTA ENERGY FINANCE PTY LTD,Bairnsdale Power Station,VIC,539356.0,149821.0,Gas,2014-2015,-37.8428384,147.563966,False
36,ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,QLD,7907969.0,2196658.0,Coal Seam Methane,2014-2015,-27.1107842,150.9054673,False
37,ALINTA ENERGY FINANCE PTY LTD,Newman Power Station,WA,832806.0,231335.0,Gas,2014-2015,-23.3574915,119.7303373,False
38,ALINTA ENERGY FINANCE PTY LTD,Port Hedland Power Station,WA,1763554.0,489876.0,Gas,2014-2015,-20.4280016,118.5502998,False
39,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,913852.0,253848.0,Wind,2014-2015,-30.4756515,115.381241,True
40,ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,QLD,9370735.0,2602982.0,Coal Seam Methane,2014-2015,-27.1107842,150.9054673,False
41,ATCO AUSTRALIA PTY. LTD.,Bulwer Island Energy Partnership facility,QLD,,,Gas,2014-2015,-27.41756,153.1295793,False
42,ATCO AUSTRALIA PTY. LTD.,Karratha Power Station,WA,1706994.0,474165.0,Gas,2014-2015,-20.7336955,116.8447057,False
43,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Belmont Administration & Kalamunda Facility,WA,20.0,6.0,Liquid Fuel,2014-2015,-31.9497631,115.9297417,False
44,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Canning Vale Facility,WA,2380.0,661.0,Landfill Gas,2014-2015,-32.0887424,115.9177846,True
45,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Red Hill Facility,WA,91876.0,25521.0,Landfill Gas,2014-2015,-31.8548072,116.0538776,True
46,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Tamala Park Facility,WA,114770.0,31881.0,Landfill Gas,2014-2015,-31.704321,115.7349162,True
47,AXIA ENERGY AUSTRALIA PTY LTD,Smithfield Power Partnership,NSW,3486738.0,968538.0,Gas,2014-2015,-31.2532183,146.921099,False
48,BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Condamine Power Station,QLD,2754361.0,765100.0,Gas,2014-2015,-26.6681504,150.270009,False
49,BHP BILLITON IRON ORE PTY. LTD.,Yarnima Power Station IOP,WA,1652126.0,458924.0,Gas,2014-2015,-23.3435575,119.7109647,False
50,BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,WA,6025829.0,1673841.0,Black Coal,2014-2015,-33.3297691,116.2265472,False
51,BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,WA,6078158.0,1688377.0,Black Coal,2014-2015,-33.3297691,116.2265472,False
52,BPIH PTY LIMITED,Brookfield District Energy (GX) Pty Ltd,NSW,78204.0,21723.0,Gas,2014-2015,-31.2532183,146.921099,False
53,CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,NSW,643940.0,178872.0,Bagasse,2014-2015,-29.0145838,153.4300366,True
54,CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,NSW,375693.0,104359.0,Bagasse,2014-2015,-28.3117883,153.4363815,True
55,CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,QLD,,,Coal Seam Methane,2014-2015,-27.0861935,150.9425679,False
56,CONTRACT POWER AUSTRALIA PTY LTD,FMG Cloud Break Mine Site Power Station,WA,643454.0,178737.0,Diesel,2014-2015,-22.3270529,119.3968821,False
57,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,WA,50926.0,14146.0,Diesel,2014-2015,-32.1977913,121.7788563,False
58,CS ENERGY LIMITED,Callide A Power Station,QLD,362952.0,100820.0,Black Coal,2014-2015,-24.2927187,150.4933758,False
59,CS ENERGY LIMITED,Callide B Power Station,QLD,12706326.0,3529535.0,Black Coal,2014-2015,-22.575197,144.0847926,False
60,CS ENERGY LIMITED,Callide C Power Station,QLD,19988727.0,5552424.0,Black Coal,2014-2015,-24.2927187,150.4933758,False
61,CS ENERGY LIMITED,Kogan Creek Power Station,QLD,20633364.0,5731490.0,Black Coal,2014-2015,-26.9146137,150.746994,False
62,CS ENERGY LIMITED,Wivenhoe Power Station,QLD,72877.0,20244.0,Hydro,2014-2015,-27.3724152,152.6320267,True
63,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,2566405.0,712890.0,Wind,2014-2015,-31.9509006,115.8496117,True
64,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,751603.0,208779.0,Wind,2014-2015,-36.5769554,149.125867,True
65,CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,NSW,265563.0,73768.0,Wind,2014-2015,-34.4237104,149.8258649,True
66,DELTA ELECTRICITY,Brown Mountain Power Station,NSW,48431.0,13453.0,Hydro,2014-2015,-36.6098991,149.4800741,True
67,DELTA ELECTRICITY,Colongra PS,NSW,258467.0,71796.0,Gas,2014-2015,-33.2075171,151.5402519,False
68,DELTA ELECTRICITY,Vales Point Power Station,NSW,24972675.0,6936854.0,Black Coal,2014-2015,-33.1620493,151.5407221,False
69,DIAMANTINA HOLDING COMPANY PTY LIMITED,Diamantina Power Station,QLD,5410680.0,1502967.0,Gas,2014-2015,-20.7830295,139.4829711,False
70,ECOGEN HOLDINGS PTY LTD,Jeeralang Power Station,VIC,79794.0,22165.0,Gas,2014-2015,-38.2750317,146.4254869,False
71,ECOGEN HOLDINGS PTY LTD,Newport Power Station,VIC,342893.0,95248.0,Gas,2014-2015,-37.8411815,144.8944409,False
72,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,347600.0,96556.0,Wind,2014-2015,-35.0658656,117.7996621,True
73,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel System,WA,6664.0,1851.0,Wind/Diesel,2014-2015,-34.3979041,119.3763011,False
74,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,WA,2369340.0,658150.0,Gas,2014-2015,-27.6728168,121.6283098,False
75,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station ,WA,8061797.0,2239388.0,Black Coal,2014-2015,-33.341644,116.2622398,False
76,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel System,WA,12118.0,3366.0,Wind/Diesel,2014-2015,-23.1422976,113.7723112,False
77,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,6871.0,1909.0,Wind,2014-2015,-25.9299413,113.538149,True
78,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,52851.0,14681.0,Wind,2014-2015,-33.8613953,121.8912724,True
79,ELECTRICITY GENERATION AND RETAIL CORPORATION,Geraldton Gas Turbine Station,WA,80.0,22.0,Gas,2014-2015,-28.7761346,114.611295,False
80,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel System,WA,19713.0,5476.0,Wind/Diesel,2014-2015,47.7510741,-120.7401386,False
81,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Photovoltaic,WA,81.0,23.0,Solar,2014-2015,-27.7115397,114.1713913,True
82,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,15140.0,4206.0,Wind,2014-2015,-27.7115397,114.1713913,True
83,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,WA,6739.0,1872.0,Gas,2014-2015,-30.749,121.466,False
84,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,WA,3520116.0,977810.0,Gas,2014-2015,-32.2004954,115.774588,False
85,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,WA,13831474.0,3842076.0,Black Coal,2014-2015,-33.446204,116.3065633,False
86,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,WA,348804.0,96890.0,Gas,2014-2015,-28.887904,115.118193,False
87,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,WA,1670548.0,464041.0,Gas,2014-2015,-31.62058739999999,115.8208094,False
88,ELECTRICITY GENERATION AND RETAIL CORPORATION,South West Cogeneration Joint Venture,WA,3568929.0,991369.0,Gas,2014-2015,-27.6728168,121.6283098,False
89,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,WA,701.0,195.0,Liquid Fuel,2014-2015,-33.578677,120.0456159,False
90,ENERGEX LIMITED,Energy Impact - Bromelton Peak Generation Plant,QLD,6745.0,1874.0,Liquid Fuel,2014-2015,-27.981644,152.9673844,False
91,ENERGY DEVELOPMENTS LIMITED,Appin CSM Power Station,NSW,588901.0,163584.0,Coal Seam Methane,2014-2015,-34.200914,150.7874904,False
92,ENERGY DEVELOPMENTS LIMITED,Ardyaloon Remote Power Station,WA,6385.0,1774.0,Liquid Fuel,2014-2015,-16.4469782,123.0597129,False
93,ENERGY DEVELOPMENTS LIMITED,Beagle Bay Remote Power Station,WA,5835.0,1621.0,Liquid Fuel,2014-2015,-27.6728168,121.6283098,False
94,ENERGY DEVELOPMENTS LIMITED,Belrose and Grange Avenue LFG Power Stations,NSW,46595.0,12943.0,Landfill Gas,2014-2015,-33.701442,150.8513512,True
95,ENERGY DEVELOPMENTS LIMITED,Berwick LFG Power Station,VIC,86977.0,24160.0,Landfill Gas,2014-2015,-38.0309443,145.3437469,True
96,ENERGY DEVELOPMENTS LIMITED,Bidyadanga Remote Power Staiton,WA,10466.0,2907.0,Liquid Fuel,2014-2015,-18.6844063,121.7777973,False
97,ENERGY DEVELOPMENTS LIMITED,Broadmeadows LFG Power Station,VIC,69413.0,19281.0,Landfill Gas,2014-2015,-37.6858788,144.9246674,True
98,ENERGY DEVELOPMENTS LIMITED,Brooklyn LFG Power Station,VIC,61195.0,16999.0,Landfill Gas,2014-2015,-37.8173492,144.8465361,True
99,ENERGY DEVELOPMENTS LIMITED,Broome LNG Power Station,WA,485698.0,134916.0,Gas/Diesel,2014-2015,-17.96182,122.236998,False
100,ENERGY DEVELOPMENTS LIMITED,Browns Plains LFG Power Station,QLD,40383.0,11218.0,Landfill Gas,2014-2015,-27.6624358,153.0527734,True
101,ENERGY DEVELOPMENTS LIMITED,Century Power Station,QLD,4393.0,1220.0,Diesel,2014-2015,-22.575197,144.0847926,False
102,ENERGY DEVELOPMENTS LIMITED,Clayton LFG Power Station,VIC,290315.0,80643.0,Landfill Gas,2014-2015,-36.9847807,143.3906074,True
103,ENERGY DEVELOPMENTS LIMITED,Coober Pedy Remote Power Station,SA,42860.0,11906.0,Diesel,2014-2015,-29.013516,134.7544219,False
104,ENERGY DEVELOPMENTS LIMITED,Cue Remote Power Station,WA,6804.0,1890.0,Liquid Fuel,2014-2015,-27.6728168,121.6283098,False
105,ENERGY DEVELOPMENTS LIMITED,Derby LNG Power Station,WA,128739.0,35761.0,Gas/Diesel,2014-2015,-17.309288,123.6401839,False
106,ENERGY DEVELOPMENTS LIMITED,Djarandjin Remote Power Station,WA,5837.0,1621.0,Liquid Fuel,2014-2015,-16.514329,122.895699,False
107,ENERGY DEVELOPMENTS LIMITED,Eastern Creek LFG Power Station,NSW,58449.0,16236.0,Landfill Gas,2014-2015,-33.8102184,150.85064,True
108,ENERGY DEVELOPMENTS LIMITED,Fitzroy Crossing LNG Power Station,WA,52066.0,14463.0,Gas/Diesel,2014-2015,-18.19797,125.5670892,False
109,ENERGY DEVELOPMENTS LIMITED,Gascoyne Junction Remote Power Station,WA,2847.0,791.0,Liquid Fuel,2014-2015,-25.0497212,115.2097733,False
110,ENERGY DEVELOPMENTS LIMITED,German Creek CMM Power Station,QLD,1101467.0,305963.0,Waste Coal Mine Gas,2014-2015,-25.47614107456473,152.8968730508393,False
111,ENERGY DEVELOPMENTS LIMITED,Glennies Creek Power Station,NSW,326588.0,90719.0,Waste Coal Mine Gas,2014-2015,-32.4612156,151.1069328,False
112,ENERGY DEVELOPMENTS LIMITED,Halls Creek LNG Power Station,WA,41237.0,11455.0,Gas/Diesel,2014-2015,-18.2229842,127.6701399,False
113,ENERGY DEVELOPMENTS LIMITED,Highbury and Tea Tree Gully Power Stations,SA,12141.0,3373.0,Landfill Gas,2014-2015,-34.825415,138.7269016,True
114,ENERGY DEVELOPMENTS LIMITED,Jacks Gully LFG Power Station,NSW,56366.0,15657.0,Landfill Gas,2014-2015,-34.07673891273389,150.7422938198044,True
115,ENERGY DEVELOPMENTS LIMITED,Karumba Power Station,QLD,51753.0,14376.0,Diesel,2014-2015,-17.4855733,140.8461782,False
116,ENERGY DEVELOPMENTS LIMITED,Laverton Remote Power Station,WA,13825.0,3840.0,Liquid Fuel,2014-2015,-28.6259124,122.4014814,False
117,ENERGY DEVELOPMENTS LIMITED,Leonora Remote Power Station,WA,32000.0,8889.0,Gas,2014-2015,-28.821584,121.2809556,False
118,ENERGY DEVELOPMENTS LIMITED,Looma Power Station,WA,9329.0,2591.0,Gas/Diesel,2014-2015,-18.0398016,124.1493803,False
119,ENERGY DEVELOPMENTS LIMITED,Lucas Heights 1 LFG Power Station,NSW,81911.0,22753.0,Landfill Gas,2014-2015,-34.0506403,150.9872444,True
120,ENERGY DEVELOPMENTS LIMITED,Lucas Heights 2 LFG Power Station,NSW,363270.0,100908.0,Landfill Gas,2014-2015,-34.0506403,150.9872444,True
121,ENERGY DEVELOPMENTS LIMITED,McArthur River Power Station,NT,1028823.0,285784.0,Gas,2014-2015,-16.11427123151219,136.3288903783971,False
122,ENERGY DEVELOPMENTS LIMITED,Meekatharra Remote Power Station,WA,23382.0,6495.0,Liquid Fuel,2014-2015,-26.5956611,118.4935984,False
123,ENERGY DEVELOPMENTS LIMITED,Menzies Remote Power Station,WA,2620.0,728.0,Liquid Fuel,2014-2015,-27.6728168,121.6283098,False
124,ENERGY DEVELOPMENTS LIMITED,Moranbah North CMM Power Station,QLD,1581863.0,439406.0,Waste Coal Mine Gas,2014-2015,-21.8853292,147.9657585,False
125,ENERGY DEVELOPMENTS LIMITED,Mt Magnet Remote Power Station,WA,12419.0,3450.0,Gas,2014-2015,-28.0652329,117.8487476,False
126,ENERGY DEVELOPMENTS LIMITED,Mugga Lane LFG Power Station,ACT,79427.0,22063.0,Landfill Gas,2014-2015,-35.3739879,149.1324352,True
127,ENERGY DEVELOPMENTS LIMITED,Oaky Creek Power Station,QLD,481153.0,133654.0,Coal Seam Methane,2014-2015,-28.1913043,152.9375365,False
128,ENERGY DEVELOPMENTS LIMITED,Pedler Creek LFG Power Station,SA,68940.0,19150.0,Landfill Gas,2014-2015,-35.20716240575924,138.5012301905941,True
129,ENERGY DEVELOPMENTS LIMITED,Pine Creek A Power Station,NT,651894.0,181082.0,Gas,2014-2015,-13.8226918,131.8344229,False
130,ENERGY DEVELOPMENTS LIMITED,Roghan Road LFG Power Station,QLD,4877.0,1355.0,Landfill Gas,2014-2015,-27.3408691,153.0398998,True
131,ENERGY DEVELOPMENTS LIMITED,Sandstone Remote Power Station,WA,1831.0,509.0,Liquid Fuel,2014-2015,-27.6728168,121.6283098,False
132,ENERGY DEVELOPMENTS LIMITED,Springvale LFG Power Station,VIC,60010.0,16669.0,Landfill Gas,2014-2015,-37.9487211,145.1529433,True
133,ENERGY DEVELOPMENTS LIMITED,Tahmoor Power Station,NSW,167241.0,46456.0,Waste Coal Mine Gas,2014-2015,-34.2473218,150.5772402,False
134,ENERGY DEVELOPMENTS LIMITED,Teralba Power Station,NSW,41260.0,11461.0,Coal Seam Methane,2014-2015,-32.963111,151.6014534,False
135,ENERGY DEVELOPMENTS LIMITED,Tower CSM Power Station,NSW,727327.0,202035.0,Coal Seam Methane,2014-2015,-31.2532183,146.921099,False
136,ENERGY DEVELOPMENTS LIMITED,Warmun Remote Power Station,WA,9744.0,2707.0,Liquid Fuel,2014-2015,-17.029704,128.2108177,False
137,ENERGY DEVELOPMENTS LIMITED,West Belconnen LFG Power Station,ACT,11163.0,3101.0,Landfill Gas,2014-2015,-35.2376521,149.0673217,True
138,ENERGY DEVELOPMENTS LIMITED,Wiluna Remote Power Station,WA,8252.0,2292.0,Liquid Fuel,2014-2015,-26.5943011,120.227356,False
139,ENERGY DEVELOPMENTS LIMITED,Wingfield 1 LFG Power Station,SA,57947.0,16096.0,Landfill Gas,2014-2015,-34.8413535,138.54613,True
140,ENERGY DEVELOPMENTS LIMITED,Wingfield 2 LFG Power Station,SA,59665.0,16574.0,Landfill Gas,2014-2015,-34.8413535,138.54613,True
141,ENERGY DEVELOPMENTS LIMITED,Yalgoo Remote Power Station,WA,2895.0,804.0,Liquid Fuel,2014-2015,-28.3508702,116.7658255,False
142,ENERGY WORLD CORPORATION LTD,Brewer Power Station,NT,169861.0,47184.0,Gas,2014-2015,-19.4914108,132.5509603,False
143,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,SA,80235.0,22288.0,Gas/Diesel,2014-2015,-33.3522796,138.7536186,False
144,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,NSW,22617530.0,6282647.0,Black Coal,2014-2015,-33.358008,150.0320006,False
145,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,NSW,7496610.0,2082392.0,Gas,2014-2015,-34.5224899,150.8082317,False
146,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,1063581.0,295439.0,Wind,2014-2015,-34.00106030000001,138.9110041,True
147,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,VIC,40512852.0,11253570.0,Brown Coal,2014-2015,-38.1814386,146.3479385,False
148,ERM POWER LIMITED,Newgen Neerabup Power Station,WA,449321.0,124811.0,Gas,2014-2015,-31.6711775,115.801039,False
149,ERM POWER LIMITED,Oakey Power Station,QLD,1796909.0,499141.0,Gas,2014-2015,-27.4182658,151.6810198,False
150,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,WA,271834.0,75509.0,Gas/Diesel,2014-2015,-33.8613953,121.8912724,False
151,ESSENTIAL ENERGY,Essential Energy Generation Facilities,NSW,1795.0,499.0,Multiple sources,2014-2015,-31.2532183,146.921099,False
152,FPC 30 LIMITED,FPC Green Energy,QLD,355463.0,98740.0,Biofuel,2014-2015,-22.575197,144.0847926,True
153,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,WA,814460.0,226239.0,Gas/Diesel,2014-2015,-30.7269451,121.4974951,False
154,GSP ENERGY PTY LTD,Blayney Wind Farm,NSW,72296.0,20082.0,Wind,2014-2015,-33.619909,149.1888872,True
